;titulo;region;tipo inmueble;proposito;direccion;orientacion;antiguedad;m2 totales;m2_utiles;terraza;m2_terraza;ambientes;habitaciones;banos;estacionamiento;bodega;piso de apartamento;cantidad de pisos edificio;apartamentos por piso;gastos comunes;precio;precio por m2;latitud;longitud;url
41;Se Arrienda Pieza A Persona Sola;santiago-metropolitana;casa;arriendo;Valdes 664 Casa 9, Barrio Diez de Julio, Santiago, RM (Metropolitana);0;0;10;2;0;0;0;1;1;0;0;0;0;0;0;220000;22000;-33,45305;-70,6453;https://www.portalinmobiliario.com/MLC-1370967623-se-arrienda-pieza-a-persona-sola-_JM#position=42&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
42;Arriendo Pieza En Santiago Centro ;santiago-metropolitana;casa;arriendo;Rosas  3249, Barrio Yungay, Santiago, RM (Metropolitana);0;0;17;17;0;0;0;1;1;0;0;0;0;0;0;190000;11176,47059;-33,42906;-70,67426;https://www.portalinmobiliario.com/MLC-1365014845-arriendo-pieza-en-santiago-centro-_JM#position=43&search_layout=stack&type=item&tracking_id=ce2bcebb-f1c4-4a56-88e9-7e86f35e87f5
0;Jardín del Valle;coquimbo;casa;venta;Av. Párroco Waldo Alcalde 1351, La Serena, Coquimbo;0;0;76;67;0;0;0;3;3;0;0;0;0;0;0;113784316;1497162,053;-29,95535;-71,2661;https://www.portalinmobiliario.com/MLC-1496499156-jardin-del-valle-_JM#position=1&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
1;Vista Valle V;coquimbo;casa;venta;Camino San Ramón S,n, La Serena, Coquimbo;0;0;75,79;75,79;0;0;0;3;3;0;0;0;0;0;0;136612517;1802513,749;-29,96414;-71,23364;https://www.portalinmobiliario.com/MLC-1496499226-vista-valle-v-_JM#position=2&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
2;Dunas de San Pedro III;coquimbo;casa;venta;Avenida Pacífico Con Mar De Los Sargazos, La Serena Golf, La Serena, Coquimbo;0;0;58;47,78;0;0;0;3;1;0;0;0;0;0;0;65238719;1124805,5;-29,9346;-71,26244;https://www.portalinmobiliario.com/MLC-630713739-dunas-de-san-pedro-iii-_JM#position=3&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
3;Torreones de La Serena III y IV;coquimbo;casa;venta;Avenida Pacífico 550, La Serena Golf, La Serena, Coquimbo;0;0;114,55;48,22;0;0;0;3;1;0;0;0;0;0;0;84000647;733309,8821;-29,92025;-71,27456;https://www.portalinmobiliario.com/MLC-920995525-torreones-de-la-serena-iii-y-iv-_JM#position=4&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
4;Faldeos de La Florida;coquimbo;casa;venta;El Litre 970, La Florida, La Serena, Coquimbo;0;0;45,52;45,52;0;0;0;3;2;0;0;0;0;0;0;93488618;2053792,135;-29,92399;-71,20247;https://www.portalinmobiliario.com/MLC-533944856-faldeos-de-la-florida-_JM#position=5&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
5;Hacienda El Tejar Lunger Park;coquimbo;casa;venta;Vicente Zorrilla 100, La Serena, Coquimbo, Chile, La Serena, Coquimbo;0;0;68;50;0;0;0;3;2;0;0;0;0;0;0;87210863;1282512,691;-29,87487;-71,25059;https://www.portalinmobiliario.com/MLC-503551225-hacienda-el-tejar-lunger-park-_JM#position=6&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
6;Lomas del Sauce;coquimbo;casa;venta;Augusto Alfaro S,n, Sector El Sauce, Rinconada, Coquimbo, Coquimbo;0;0;138,32;44,7;0;0;0;3;3;0;0;0;0;0;0;84428676;610386,6108;-29,98514;-71,34488;https://www.portalinmobiliario.com/MLC-1055046895-lomas-del-sauce-_JM#position=7&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
7;Amanecer de Peñuelas;coquimbo;casa;venta;Avenida Los Lagos 1430, Peñuelas, Coquimbo, Coquimbo;0;0;190,52;84,46;0;0;0;3;2;0;0;0;0;0;0;160510790;842487,8753;-29,95559;-71,27034;https://www.portalinmobiliario.com/MLC-954347895-amanecer-de-penuelas-_JM#position=8&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
8;Bosque Oriente VI;coquimbo;casa;venta;Santo Cura De Ars Con Constantino Constanzi, Tierras Blancas, Coquimbo, Coquimbo;0;0;82;56,93;0;0;0;4;3;0;0;0;0;0;0;100551093;1226232,841;-29,97562;-71,30065;https://www.portalinmobiliario.com/MLC-630713589-bosque-oriente-vi-_JM#position=9&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
9;Portal San Ramón Oriente;coquimbo;casa;venta;Manuel Del Cruz Esquina Humberto Rivera, San Ramón, Tierras Blancas, Coquimbo, Coquimbo;0;0;137;52;0;0;0;3;2;0;0;0;0;0;0;90956114;663913,2409;-29,97605;-71,26145;https://www.portalinmobiliario.com/MLC-615334967-portal-san-ramon-oriente-_JM#position=10&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
10;Brisas de Cerro Grande;coquimbo;casa;venta;Braulio Arenas 1721, San Joaquín, La Serena, Coquimbo;0;0;249,36;127,34;0;0;0;3;3;0;0;0;0;0;0;320664889;1285951,592;-29,9182;-71,24425;https://www.portalinmobiliario.com/MLC-1282319852-brisas-de-cerro-grande-_JM#position=11&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
11;El Francés III;coquimbo;casa;venta;Av. Atlatico, La Serena Golf, La Serena, Coquimbo;0;0;237;83;0;0;0;3;3;0;0;0;0;0;0;196893236;830773,1477;-29,84152;-71,2774;https://www.portalinmobiliario.com/MLC-1424673436-el-frances-iii-_JM#position=12&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
12;Punta Golf;coquimbo;casa;venta;Ruta 5 Norte, Km 482 Serena Golf, La Serena Golf, La Serena, Coquimbo;0;0;203,37;208,03;0;0;0;3;3;0;0;0;0;0;0;392003018;1927536,107;-29,94761;-71,2844;https://www.portalinmobiliario.com/MLC-1424648210-punta-golf-_JM#position=13&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
13;Altos del Mirador;coquimbo;casa;venta;Glorias Navales S,n, Rinconada, Coquimbo, Coquimbo;0;0;136,45;51;0;0;0;3;2;0;0;0;0;0;0;92525553;678091,2642;-29,99248;-71,32816;https://www.portalinmobiliario.com/MLC-612071343-altos-del-mirador-_JM#position=14&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
14;Condominio Blest Gana Plaza;coquimbo;casa;venta;Calle Blest Gana S,n, Parcela 7, Ovalle, Coquimbo;0;0;153;50;0;0;0;3;2;0;0;0;0;0;0;76688489;501231,9542;-30,60814;-71,19464;https://www.portalinmobiliario.com/MLC-1268851108-condominio-blest-gana-plaza-_JM#position=15&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
15;Alto Bellavista;coquimbo;casa;venta;Calle Bellavista S,n, La Serena, Coquimbo;0;0;96,87;57,53;0;0;0;3;2;0;0;0;0;0;0;109825049;1133736,441;-29,93133;-71,18439;https://www.portalinmobiliario.com/MLC-1355121152-alto-bellavista-_JM#position=16&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
16;Altos del Rosario 6;coquimbo;casa;venta;Av. Mirador Sur , Gerónimo Méndez Arancibia S,n, Peñuelas, Coquimbo, Coquimbo;0;0;312,23;111,52;0;0;0;3;3;0;0;0;0;0;0;251181552;804476,0337;-29,96327;-71,30464;https://www.portalinmobiliario.com/MLC-612692058-altos-del-rosario-6-_JM#position=17&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
17;Viñedos del Limarí;coquimbo;casa;venta;Juan De Dios Carreño Con Alberto Blest Gana, Ovalle, Coquimbo;0;0;136,51;57;0;0;0;3;3;0;0;0;0;0;0;105259409;771074,7125;-30,60977;-71,20154;https://www.portalinmobiliario.com/MLC-1102707449-vinedos-del-limari-_JM#position=18&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
18;Jardines de Belorado;coquimbo;casa;venta;Ruta D-505 Camino A Limarí, Kilómetro 3, Ovalle, Coquimbo;0;0;171;92;0;0;0;3;3;0;0;0;0;0;0;155160430;907370,9357;-30,58078;-71,4092;https://www.portalinmobiliario.com/MLC-988021729-jardines-de-belorado-_JM#position=19&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
19;Senderos Santa Clara;coquimbo;casa;venta;Calle Waldo Alcalde S,n, Coquimbo, Coquimbo;0;0;136;63,3;0;0;0;3;3;0;0;0;0;0;0;113427625;834026,6544;-29,95553;-71,34421;https://www.portalinmobiliario.com/MLC-612071926-senderos-santa-clara-_JM#position=20&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
20;Condominio Arenas Punta Golf;coquimbo;casa;venta;Av. Del Mar 260, Serena Golf, La Serena Golf, La Serena, Coquimbo;0;0;364;132;0;0;0;3;4;0;0;0;0;0;0;360970932;991678,3846;-29,90673;-71,27383;https://www.portalinmobiliario.com/MLC-1424625434-condominio-arenas-punta-golf-_JM#position=21&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
21;Condominio Aires de Tuqui;coquimbo;casa;venta;Av. Dos Oriente, Camino Huamalata, Ovalle, Coquimbo;0;0;152;66;0;0;0;3;2;0;0;0;0;0;0;144816402;952739,4868;-30,58666;-71,16895;https://www.portalinmobiliario.com/MLC-1291170457-condominio-aires-de-tuqui-_JM#position=22&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
22;Casa En Condominio El Santuario Sector Peñuelas;coquimbo;casa;venta;Del Atardecer 4561, Coquimbo, La Serena, Chile, Peñuelas, Coquimbo, Coquimbo;NP;6 años;684;165;0;0;0;4;4;5;1;0;2;0;125000 ;460130931;672706,0395;-29,90239;-71,25124;https://www.portalinmobiliario.com/MLC-1368149279-casa-en-condominio-el-santuario-sector-penuelas-_JM#position=23&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
23;100% Financiamiento. Casa En La Serena;coquimbo;casa;venta;Calle Dunas De Peñuelas 6250, La Serena, Coquimbo;0;0;952;202;0;0;0;0;0;0;0;0;0;0;0;254498775;267330,646;-29,94861;-71,27467;https://www.portalinmobiliario.com/MLC-1359509215-100-financiamiento-casa-en-la-serena-_JM#position=24&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
24;Hermosa Casa Altos Del Rosario;coquimbo;casa;venta;Avenida Mirador Sur  Sn, Peñuelas, Coquimbo, Coquimbo;0;0;554;140;0;0;0;4;3;2;0;0;0;0;0;338856112;611653,6318;-29,95145;-71,29566;https://www.portalinmobiliario.com/MLC-1372917583-hermosa-casa-altos-del-rosario-_JM#position=25&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
25;Majestuoso Y Amplio Chalet En Tongoy, Vista Al Mar;coquimbo;casa;venta;Urmeneta 86, Coquimbo, Chile, Tongoy, Coquimbo, Coquimbo;0;60 años;400;250;0;0;0;7;7;2;2;0;2;0;0 ;240000000;600000;-29,96725;-71,34887;https://www.portalinmobiliario.com/MLC-1042095093-majestuoso-y-amplio-chalet-en-tongoy-vista-al-mar-_JM#position=26&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
26;Casa Las Cañas 1 Illapel Coquimbo  En Parcela De 5.000 M2;coquimbo;casa;venta;Parcela 22 Las Cañas - Illapel, Illapel, Coquimbo, Chile, Illapel, Coquimbo;NP;3 años;5070,41;62;0;0;0;2;2;10;0;0;1;0;0;36900000;7277,517992;-31,62859;-71,15673;https://www.portalinmobiliario.com/MLC-1364633677-casa-las-canas-1-illapel-coquimbo-en-parcela-de-5000-m2-_JM#position=27&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
27;San Ramon, La Serena;coquimbo;casa;venta;San Ramon, La Serena, San Joaquín, La Serena, Coquimbo;N;10 años;5000;426;0;0;0;7;5;0;0;0;0;0;0;642043160;128408,632;-29,91988;-71,24384;https://www.portalinmobiliario.com/MLC-1364010837-san-ramon-la-serena-_JM#position=28&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
28;Se Vende Hermosa Casa Solida En Rosario De Peñuelas;coquimbo;casa;venta;Carlos ;0;6 años;497;140;0;0;0;4;3;4;0;0;1;0;0 ;338856112;681803,0423;45,97161;-95,29198;https://www.portalinmobiliario.com/MLC-1503220218-se-vende-hermosa-casa-solida-en-rosario-de-penuelas-_JM#position=29&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
29;Casa Remodelada En Sector Lomas De San Ramón;coquimbo;casa;venta;Tomás Ireland, Coquimbo, Chile, Tierras Blancas, Coquimbo, Coquimbo;0;0;150;70;0;0;0;2;1;2;0;0;1;0;0 ;72000000;480000;-29,98865;-71,33879;https://www.portalinmobiliario.com/MLC-1368108809-casa-remodelada-en-sector-lomas-de-san-ramon-_JM#position=30&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
30;Casa Nueva En Rosario De Peñuelas Gran Terreno;coquimbo;casa;venta;Avenida Beltrán Amenábar 724, Coquimbo, La Serena, Chile, Peñuelas, Coquimbo, Coquimbo;0;0;427;140;0;0;0;4;3;3;0;0;2;0;0 ;292486328;684979,6909;-29,95315;-71,28384;https://www.portalinmobiliario.com/MLC-1471998966-casa-nueva-en-rosario-de-penuelas-gran-terreno-_JM#position=31&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
31;Casa En Tongoy;coquimbo;casa;venta;D-420, Tongoy, Coquimbo, Chile, Puerto Velero, Coquimbo, Coquimbo;0;4 años;420;83,29;0;0;0;3;1;1;0;0;2;0;63000 ;196179854;467094,8905;-30,198;-71,22432;https://www.portalinmobiliario.com/MLC-1545037966-casa-en-tongoy-_JM#position=32&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
32;Se Vende Amplia Y Hermosa Casa En Coquimbo.;coquimbo;casa;venta;Las Aralias 883, Coquimbo, Chile, Sindempart, Coquimbo, Coquimbo;0;0;162;82;0;0;0;3;1;1;0;0;1;0;0 ;101300143;625309,5247;-29,98488;-71,34073;https://www.portalinmobiliario.com/MLC-1473759856-se-vende-amplia-y-hermosa-casa-en-coquimbo-_JM#position=33&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
33;Moderna, Hermosa Casa Europea, Sector Puerto Velero, Nueva!!;coquimbo;casa;venta;D-420 3600, Tongoy, Coquimbo, Chile, Puerto Velero, Coquimbo, Coquimbo;SP;1 años;5000;300;0;0;0;2;2;5;1;0;3;0;100000 ;452640428;90528,0856;-30,198;-71,22432;https://www.portalinmobiliario.com/MLC-1357642355-moderna-hermosa-casa-europea-sector-puerto-velero-nueva-_JM#position=34&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
34;Espectacular Casa En Exclusivo Sector De Peñuelas 4d 4b;coquimbo;casa;venta;Las  Garzas 4229, Peñuelas, Coquimbo, Coquimbo;0;0;450;140;0;0;0;4;4;1;0;0;0;0;0;178345322;396322,9378;-29,95843;-71,29688;https://www.portalinmobiliario.com/MLC-1365511055-espectacular-casa-en-exclusivo-sector-de-penuelas-4d-4b-_JM#position=35&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
35;Casa Con Local Comercial A Pasos De Av Portugal Remodelada;coquimbo;casa;venta;Francisco Cabello Cárdenas, Coquimbo, Chile, Rinconada, Coquimbo, Coquimbo;0;0;150;70;0;0;0;2;2;0;0;0;2;0;0 ;60000000;400000;-29,99293;-71,32697;https://www.portalinmobiliario.com/MLC-1368108321-casa-con-local-comercial-a-pasos-de-av-portugal-remodelada-_JM#position=36&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
36;Casa Como Nueva En Nova Hacienda;coquimbo;casa;venta;Federico Silva Negrete, Coquimbo, Chile, Coquimbo, Coquimbo;0;0;220;90;0;0;0;3;2;2;0;0;2;0;0 ;114141006;518822,7545;-30,26034;-71,48815;https://www.portalinmobiliario.com/MLC-1464860702-casa-como-nueva-en-nova-hacienda-_JM#position=37&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
37;Venta De Hermosa Parcela ;coquimbo;casa;venta;Av. Cruz De Caña 20, Coquimbo, Chile, Coquimbo, Coquimbo;N;8 años;2500;540;0;0;0;6;6;1;0;0;1;0;0 ;300000000;120000;-29,96827;-71,31133;https://www.portalinmobiliario.com/MLC-1514398902-venta-de-hermosa-parcela-_JM#position=38&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
38;Oportunidad Precio Rebajado Hermosa Y Amplia Casa 100 Mts Co;coquimbo;casa;venta;Mary Estela M P, Las Compañías, La Serena, Coquimbo;0;0;120;100;0;0;0;3;2;1;0;0;0;0;0;78293596;652446,6333;-29,88458;-71,23986;https://www.portalinmobiliario.com/MLC-1373269409-oportunidad-precio-rebajado-hermosa-y-amplia-casa-100-mts-co-_JM#position=39&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
39;Casa Con Amplios Espacios En Barrio Residencial San Joaquín ;coquimbo;casa;venta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210090790;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1524721106-casa-con-amplios-espacios-en-barrio-residencial-san-joaquin-_JM#position=40&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
40;Casa En Venta De 3 Dorm. En La Serena;coquimbo;casa;venta;Guillermo Max Scmidt Pozo Con Los Perales, San Joaquín, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246116545;0;-29,9353;-71,24063;https://www.portalinmobiliario.com/MLC-1536719038-casa-en-venta-de-3-dorm-en-la-serena-_JM#position=41&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
41;Se Vende Amplia Y Calidad Casa En Serena Oriente, La Serena;coquimbo;casa;venta;Guillermo Max Schmidt Pozo 2700 - 3000, La Serena, Chile, San Joaquín, La Serena, Coquimbo;NP;17 años;273,88;96,9;0;0;0;3;2;1;0;0;1;0;0;231848919;846534,6831;-29,93631;-71,24093;https://www.portalinmobiliario.com/MLC-1539617268-se-vende-amplia-y-calidad-casa-en-serena-oriente-la-serena-_JM#position=42&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
42;Valle Del Sol 3 Casa 1 Piso La Serena;coquimbo;casa;venta;Valle Del Sol 3 Casa 1 Piso La Serena, La Pampa, La Serena, Coquimbo;Poniente;19 años;271;81;0;0;0;3;2;4;1;0;1;0;0 ;167644603;618614,7712;-29,91711;-71,21057;https://www.portalinmobiliario.com/MLC-1536585360-valle-del-sol-3-casa-1-piso-la-serena-_JM#position=43&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
43;Venta De Casa En Villa Fedeco Coquimbo;coquimbo;casa;venta;Venta De Casa En Villa Fedeco Coquimbo, Sindempart, Coquimbo, Coquimbo;SP;45 años;325;94;0;0;0;4;2;2;1;0;1;0;0;130000000;400000;-29,96225;-71,25891;https://www.portalinmobiliario.com/MLC-1536693462-venta-de-casa-en-villa-fedeco-coquimbo-_JM#position=44&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
44;Casa En Venta De 5 Dorm. Población Atenas En Ovalle;coquimbo;casa;venta;Victorino Lastarria Con Blanco Encalada, Ovalle, Coquimbo;Sur-Oriente;34 años;395;165;0;0;0;5;3;3;0;0;1;0;0 ;160000000;405063,2911;-30,59909;-71,20797;https://www.portalinmobiliario.com/MLC-1536597904-casa-en-venta-de-5-dorm-poblacion-atenas-en-ovalle-_JM#position=45&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
45;Pleno Centro De Vicuña 3 Dormitorios Gran Terreno;coquimbo;casa;venta;Independencia, 0, Vicuña, Coquimbo;N;11 años;1086;86;0;0;0;3;2;4;0;0;1;0;0 ;214014387;197066,6547;-30,02894;-70,71061;https://www.portalinmobiliario.com/MLC-1540629088-pleno-centro-de-vicuna-3-dormitorios-gran-terreno-_JM#position=46&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
46;Con Piscina Y Cancha De Futbolito;coquimbo;casa;venta;Con Piscina Y Cancha De Futbolito, Coquimbo, Coquimbo;NP;10 años;7140;7140;0;0;0;3;6;5;2;0;0;0;0;177988632;24928,37983;-29,96453;-71,25413;https://www.portalinmobiliario.com/MLC-1527546586-con-piscina-y-cancha-de-futbolito-_JM#position=47&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
47;Se Vende Casa En La Serena;coquimbo;casa;venta;El Encuentro 2733, Las Compañías, La Serena, Coquimbo;0;0;140;89;0;0;0;3;1;1;0;0;0;0;0;103440287;738859,1929;-29,87283;-71,24869;https://www.portalinmobiliario.com/MLC-1524658708-se-vende-casa-en-la-serena-_JM#position=48&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
48;Casa En Venta De 5 Dorm. En Coquimbo;coquimbo;casa;venta;El Rosario De Peñuelas, Coquimbo, Peñuelas, Coquimbo, Coquimbo;Nor-Poniente;21 años;1000;240;0;0;0;5;6;3;3;0;2;0;0 ;659877692;659877,692;-29,95145;-71,29566;https://www.portalinmobiliario.com/MLC-1540634046-casa-en-venta-de-5-dorm-en-coquimbo-_JM#position=49&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
49;Venta Casa Fundo San Agustin Rosario De Peñuelas      ;coquimbo;casa;venta;Venta Casa Fundo San Agustin Rosario De Peñuelas, Peñuelas, Coquimbo, Coquimbo;O;11 años;224;140;0;0;0;6;3;1;1;0;2;0;0;221148200;987268,75;-29,95504;-71,29951;https://www.portalinmobiliario.com/MLC-1536635238-venta-casa-fundo-san-agustin-rosario-de-penuelas-_JM#position=50&search_layout=stack&type=item&tracking_id=12f0e0aa-ff7c-45af-be06-2508e121c533
50;Casa En Venta En Santa Mónica, Coquimbo;coquimbo;casa;venta;Beltrán Amenábar Con Del Atardecer, Peñuelas, Coquimbo, Coquimbo;Poniente;38 años;3000;440;0;0;0;6;5;7;1;0;2;0;0 ;749050353;249683,451;-29,95315;-71,28384;https://www.portalinmobiliario.com/MLC-1536585618-casa-en-venta-en-santa-monica-coquimbo-_JM#position=1&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
51;Casa En Venta De 3 Dorm. En Coquimbo;coquimbo;casa;venta;Proyectada 3 Con Lorenzo Iduya, Rinconada, Coquimbo, Coquimbo;-;0 años;120;75;0;0;0;3;1;0;0;0;0;0;0 ;62420863;520173,8583;38,89037;-77,03196;https://www.portalinmobiliario.com/MLC-1539314592-casa-en-venta-de-3-dorm-en-coquimbo-_JM#position=2&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
52;Casa Amoblada En Villa Lomas Del Sauce;coquimbo;casa;venta;Avenida El Sauce Con Ramón Rodriguez, Rinconada, Coquimbo, Coquimbo;0;0;95;73;0;0;0;3;2;1;0;0;0;0;0;96306474;1013752,358;-29,96448;-71,30715;https://www.portalinmobiliario.com/MLC-1538219812-casa-amoblada-en-villa-lomas-del-sauce-_JM#position=3&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
53;Se Vende Terreno - Casa 470 M2  Zona Histórico - Turistica ,;coquimbo;casa;venta;Centro De Serena, Centro de La Serena, La Serena, Coquimbo;0;0;470;200;0;0;0;5;1;0;0;0;0;0;0;995166898;2117376,379;-29,93417;-71,25659;https://www.portalinmobiliario.com/MLC-1372680889-se-vende-terreno-casa-470-m2-zona-historico-turistica--_JM#position=4&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
54;Casa Villa La Florida;coquimbo;casa;venta;Los Girasoles, La Florida, La Serena, Coquimbo;0;0;176;123;0;0;0;5;2;1;0;0;0;0;0;153376977;871460,0966;-29,87618;-71,23512;https://www.portalinmobiliario.com/MLC-1538269488-casa-villa-la-florida-_JM#position=5&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
55;Venta Casa Condominio Mirador Del Valle, La Serena;coquimbo;casa;venta;Avenida Guillermo Ulriksen 1799, La Serena, Chile, San Joaquín, La Serena, Coquimbo;0;0;176;80;0;0;0;3;2;2;0;0;2;0;45000 ;160510790;911993,125;-29,92455;-71,23638;https://www.portalinmobiliario.com/MLC-1524748514-venta-casa-condominio-mirador-del-valle-la-serena-_JM#position=6&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
56;Venta De Exclusiva Casa En Condominio De Cerro Grande, La...;coquimbo;casa;venta;San Joaquín, La Serena, Coquimbo;Norte;19 años;3380;500;0;0;0;7;4;5;0;0;3;0;0 ;713381289;211059,553;-29,91988;-71,24384;https://www.portalinmobiliario.com/MLC-1527788896-venta-de-exclusiva-casa-en-condominio-de-cerro-grande-la-_JM#position=7&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
57;Casa Con Vista Al Mar, Turismo Norte, Los Vilos;coquimbo;casa;venta;Los Lilenes, Los Vilos, Chile, Balneario de Los Vilos, Los Vilos , Coquimbo;P;20 años;314,58;314,58;0;0;0;3;1;3;0;0;1;0;0;95000000;301989,9549;-31,90651;-71,49455;https://www.portalinmobiliario.com/MLC-1524797514-casa-con-vista-al-mar-turismo-norte-los-vilos-_JM#position=8&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
58;Cómoda Casa Dos Niveles En Condominio Seguro, En Excelente B;coquimbo;casa;venta;San Joaquín, La Serena, Coquimbo;0;0 años;200;90;0;0;0;3;2;1;0;0;0;0;0;199746761;998733,805;-29,91988;-71,24384;https://www.portalinmobiliario.com/MLC-1372563101-comoda-casa-dos-niveles-en-condominio-seguro-en-excelente-b-_JM#position=9&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
59;Hermosa Vista En Las Rojas 1.000 Terreno;coquimbo;casa;venta;Hijuelas , La Rojas, Centro de La Serena, La Serena, Coquimbo;O;0 años;1000;47;0;0;0;1;2;2;0;0;1;0;0 ;71266791;71266,791;-29,91224;-71,2475;https://www.portalinmobiliario.com/MLC-1532284920-hermosa-vista-en-las-rojas-1000-terreno-_JM#position=10&search_layout=stack&type=item&tracking_id=9c01b677-1aa1-44f8-b749-b1ca0b321cfd
